categoria,hasAnswer,hasAuthor,hasBanner,hasButton,hasBuy,hasCart,hasChat,hasComment,hasContent,hasControl,hasCountry,hasCustomer,hasDropdown,hasFilter,hasForm,hasForum,hasItemProp,hasMetaKeywords,hasNewsletter,hasOrder,hasPresentation,hasPrices,hasPrint,hasProduct,hasPurchase,hasRadio,hasRelNext,hasRelPrev,hasRelated,hasReply,hasReview,hasSale,hasSchemaOrg,hasShipping,hasSort,hasThread,hasUser,hasVotes,hasWishlist,hreflangCount,imgHasAlt,tag_a,tag_abbr,tag_article,tag_aside,tag_b,tag_button,tag_dd,tag_div,tag_dl,tag_em,tag_figcaption,tag_figure,tag_form,tag_h2,tag_h3,tag_h4,tag_h5,tag_h6,tag_hr,tag_i,tag_iframe,tag_img,tag_input,tag_label,tag_li,tag_ol,tag_p,tag_picture,tag_pre,tag_section,tag_select,tag_small,tag_span,tag_strong,tag_sup,tag_svg,tag_table,tag_tbody,tag_td,tag_th,tag_time,tag_tr,tag_ul,tag_video,word_count,word_count_no_boilerplate
E-commerce / Pagina di categoria,0,0,1,33,0,0,0,0,7,0,0,0,0,2,4,0,0,0,0,1,0,61,0,0,0,0,2,0,0,0,26,0,1,3,5,0,1,0,0,0,48,356,0,0,0,0,2,0,338,0,2,0,0,1,11,86,1,0,0,0,40,1,51,3,1,189,0,10,0,0,1,2,0,145,2,0,0,0,0,0,0,0,0,27,0,10864,309
E-commerce / Pagina di categoria,0,0,5,22,0,9,0,0,21,5,0,0,12,3,4,0,11,1,10,3,0,3,0,4,0,0,0,0,0,0,0,2,0,0,2,0,4,0,2,0,34,228,0,0,0,2,7,0,192,0,0,0,5,4,2,0,1,10,0,0,135,2,36,11,3,187,1,5,0,0,0,1,1,161,2,0,0,0,0,0,0,0,0,16,0,3620,2199
Contenuto editoriale,0,0,0,2,0,0,0,22,3,0,0,0,0,0,2,0,308,1,0,0,0,1,4,0,0,0,0,0,1,0,0,0,1,0,1,0,3,0,0,0,64,311,0,3,1,2,1,0,261,0,0,3,63,2,3,3,10,0,0,0,46,8,70,15,0,225,1,13,0,0,1,0,0,151,21,0,21,0,0,0,0,2,0,32,0,9283,2918
E-commerce / Pagina di categoria,0,0,4,4,0,9,0,0,12,6,6,0,0,109,26,0,0,0,13,7,0,116,0,88,0,0,0,0,0,0,1,44,0,1,7,0,1,0,4,30,87,358,0,0,0,0,6,0,844,0,0,80,81,10,2,6,0,0,0,0,0,0,203,56,26,145,0,3,0,0,0,3,0,152,0,0,0,0,0,0,0,0,0,86,0,4843,0
Contenuto editoriale,0,74,1,2,0,0,0,481,60,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,1,1,105,0,0,0,0,0,30,20,0,0,3,77,244,0,52,8,52,2,0,267,0,2,4,12,2,2,7,0,0,0,0,0,5,100,11,5,78,22,87,0,0,0,0,1,80,6,0,0,2,2,14,0,51,5,7,0,10777,2183
E-commerce / Pagina di categoria,0,2,1,121,0,64,0,0,19,5,0,0,4,95,67,0,0,1,7,0,0,74,0,785,0,0,0,0,0,0,0,64,0,0,10,0,0,0,60,0,66,480,0,0,0,0,64,0,652,0,0,0,0,63,0,1,3,2,0,0,61,4,69,186,6,290,5,36,0,0,0,4,1,766,72,0,3,0,0,0,0,0,0,39,0,8487,0
E-commerce / Pagina di categoria,0,0,0,0,0,0,0,0,62,0,0,0,0,27,2,0,540,0,4,0,0,100,0,1,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,155,639,0,0,0,0,0,0,1094,0,0,0,0,5,2,16,6,0,0,0,82,5,155,8,3,68,0,61,0,0,0,0,0,340,0,0,0,0,0,0,0,0,0,14,0,10272,0
E-commerce / Pagina di categoria,0,0,7,124,0,6,0,0,64,4,23,0,3,29,24,0,0,1,16,4,0,48,0,262,0,0,0,0,0,0,0,30,3,0,3,0,5,0,33,6,112,1151,0,0,0,26,47,0,993,0,0,0,0,7,0,0,0,0,0,2,149,10,238,51,7,842,2,16,0,0,0,4,0,281,0,3,2,0,0,0,0,0,0,167,0,13616,404
E-commerce / Pagina di categoria,0,0,8,66,0,58,0,0,44,67,1,11,23,89,23,0,6,1,7,5,0,32,0,145,0,4,0,0,0,0,0,58,0,0,7,0,0,0,58,10,172,355,0,0,0,0,66,0,531,0,0,0,0,5,47,3,1,0,0,0,60,0,178,37,23,129,0,53,0,0,0,2,0,1204,5,3,3,0,0,0,0,0,0,14,0,11230,5226
E-commerce / Pagina di categoria,0,0,0,3,0,6,0,0,32,5,2,0,2,115,34,0,0,0,7,8,0,26,0,31,0,3,0,0,3,0,1,2,0,0,7,0,3,0,5,30,60,166,0,0,0,1,11,0,386,0,0,48,48,12,4,5,11,24,0,0,62,6,80,77,43,171,0,8,49,0,1,2,3,112,1,0,0,0,0,0,0,0,0,38,0,5989,520
E-commerce / Pagina di categoria,0,0,31,47,0,2,0,0,24,0,1,2,15,8,6,0,97,1,9,0,0,39,0,0,0,0,0,0,0,0,0,15,0,6,6,0,5,0,0,54,115,367,0,28,0,0,66,0,634,0,0,0,24,1,2,1,0,0,0,0,0,1,124,30,27,388,0,4,0,0,35,0,2,1077,0,0,3,0,0,0,0,0,0,85,0,12930,5244
E-commerce / Pagina di prodotto,0,0,0,5,1,1,0,0,8,0,2,1,0,0,0,0,10,0,6,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,37,9,112,0,0,0,0,3,0,187,0,0,0,0,1,3,2,0,0,1,0,1,5,21,21,2,99,0,4,0,0,0,1,0,50,0,0,2,5,5,16,0,0,8,23,0,6058,3835
E-commerce / Pagina di categoria,0,0,19,0,0,6,0,0,17,4,13,3,2,3,16,0,0,1,5,2,0,8,0,26,0,6,0,0,0,0,0,7,0,0,8,0,5,0,3,0,27,131,0,0,0,0,7,0,246,0,0,17,17,6,4,32,0,0,0,0,25,1,28,18,19,73,0,28,17,0,2,1,0,53,2,0,0,5,5,710,25,0,147,18,0,23605,0
E-commerce / Pagina di categoria,0,0,3,41,0,5,1,0,12,0,0,0,1,4,6,0,8,1,0,0,0,36,0,300,0,0,1,0,0,0,63,0,1,0,2,0,5,0,0,6,241,567,0,0,0,0,4,0,465,0,0,0,0,3,0,0,0,0,0,0,91,3,242,9,4,214,0,24,0,0,0,1,0,310,2,1,0,0,0,0,0,0,0,25,0,8404,2941
E-commerce / Pagina di categoria,0,0,2,7,0,14,0,0,7,4,2,2,9,25,29,0,0,0,23,2,0,20,0,130,0,0,0,0,0,0,0,0,0,0,9,0,3,0,2,0,38,244,0,0,0,0,20,0,463,0,0,0,0,17,4,1,1,0,0,0,4,2,44,66,3,178,1,27,0,0,0,3,0,316,4,0,0,8,8,8,0,0,8,44,0,3996,529
E-commerce / Pagina di categoria,0,0,1,18,0,8,17,0,157,0,5,0,1,170,1,0,0,0,8,29,0,0,0,255,0,0,0,0,0,0,0,0,0,0,9,0,8,0,1,0,162,287,0,0,0,0,19,0,898,0,0,0,0,2,1,4,4,0,0,0,12,3,345,7,4,402,0,329,0,0,0,2,0,568,0,0,0,0,0,0,0,0,0,161,0,8595,214
E-commerce / Pagina di prodotto,0,0,3,33,0,13,0,0,17,1,3,2,0,0,29,0,0,1,0,1,0,10,0,38,0,0,0,0,3,0,0,0,0,7,0,0,5,0,6,3,15,176,0,0,0,0,20,0,334,0,8,0,0,9,20,10,0,0,0,4,0,5,27,18,10,147,0,27,0,0,0,2,0,116,5,0,49,0,0,0,0,0,0,34,0,3890,0
Contenuto editoriale,0,2,0,1,0,0,0,3,2,5,0,0,3,0,15,0,0,0,1,0,0,0,0,0,0,1,0,0,14,0,0,0,0,0,0,0,1,0,0,0,36,162,0,1,5,0,3,0,149,0,2,0,0,3,2,19,1,0,0,0,25,6,36,9,2,109,0,17,0,0,0,0,0,23,25,0,0,0,0,0,0,0,0,12,0,5142,2796
E-commerce / Pagina di categoria,0,0,7,7,0,5,0,0,20,10,10,2,0,27,64,0,6,0,24,3,1,24,0,225,0,0,0,0,0,0,0,4,4,2,16,0,5,0,74,18,167,355,0,0,0,1,9,0,391,0,1,0,0,27,24,0,0,0,0,0,0,11,169,41,9,165,6,24,0,0,0,6,2,331,14,0,0,1,1,35,7,0,6,20,0,5071,1088
Contenuto editoriale,0,1,2,6,0,0,0,0,19,4,0,0,0,0,9,0,0,1,0,2,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,22,117,0,4,9,17,0,0,239,0,7,7,14,2,6,5,1,0,0,0,0,21,26,4,0,47,0,32,0,0,1,0,2,86,19,0,1,0,0,0,0,1,0,8,0,9871,5688
Contenuto editoriale,0,6,0,23,0,0,0,0,24,0,0,0,4,2,4,0,14,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,81,0,1,1,0,5,0,198,0,0,0,0,2,5,3,1,0,0,0,30,10,11,24,0,25,0,21,0,0,0,0,0,49,6,0,1,0,0,0,0,4,0,7,0,8563,6399
E-commerce / Pagina di prodotto,0,0,2,12,0,6,6,3,33,0,188,5,71,5,0,0,5,1,0,25,1,87,0,5,0,22,0,0,0,0,28,0,0,1,3,0,12,0,1,12,63,531,0,0,0,1,24,0,1342,0,9,0,0,4,6,2,5,2,121,0,519,10,126,36,26,286,0,164,0,0,0,0,0,238,30,0,0,5,1,139,0,0,21,25,0,36209,21483
E-commerce / Pagina di categoria,0,0,4,63,0,1,2,0,14,0,3,0,175,56,8,0,14,1,2,0,0,58,0,120,0,26,0,0,0,0,0,0,0,0,22,0,15,0,0,0,36,504,0,37,1,0,83,0,352,0,0,0,0,4,3,49,6,0,0,0,1,1,37,176,170,642,0,11,0,0,5,0,0,428,46,0,0,0,0,0,0,0,0,129,0,11548,1234
E-commerce / Pagina di prodotto,0,0,11,161,0,19,0,0,8,0,14,0,0,0,14,0,0,0,0,9,2,76,0,368,0,0,0,0,4,0,4,0,3,2,0,0,0,0,55,10,100,257,0,0,0,0,89,0,317,0,0,0,8,28,3,0,0,0,0,0,0,5,102,29,1,331,0,13,0,0,4,1,0,68,5,5,44,1,1,5,5,0,5,78,0,6537,0
Contenuto editoriale,0,3,0,4,0,0,0,0,6,1,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,50,0,1,0,1,5,0,92,0,0,6,7,1,1,1,1,1,0,0,0,6,36,1,0,38,0,27,0,0,0,1,2,32,8,0,13,0,0,0,0,0,0,8,0,5613,3062
E-commerce / Pagina di categoria,0,0,0,0,0,0,0,0,0,1,0,0,0,26,1,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,58,0,0,0,0,0,0,43,0,0,0,0,3,0,0,0,0,0,0,0,1,8,17,1,50,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,10,0,774,0
E-commerce / Pagina di prodotto,0,0,18,15,0,5,0,0,19,0,51,0,18,0,7,0,7,0,4,1,0,2,0,18,0,0,0,0,2,0,0,0,4,0,0,0,2,0,7,23,37,336,0,0,0,1,10,0,352,0,3,3,9,5,6,21,97,0,3,0,91,5,42,9,3,283,0,135,0,0,0,0,0,155,86,0,0,0,0,0,0,0,0,91,0,26229,20654
E-commerce / Pagina di categoria,0,0,6,6,0,4,0,0,8,0,117,0,0,1,0,0,12,1,7,0,0,15,0,72,0,0,0,0,0,0,0,12,0,0,7,0,10,0,0,436,27,219,0,0,0,4,6,0,239,0,0,0,0,5,2,2,1,0,0,0,2,2,28,6,2,268,0,5,0,0,0,57,0,55,0,0,25,0,0,0,0,0,0,45,0,3584,221
Contenuto editoriale,0,0,4,10,0,0,0,0,0,9,0,0,1,0,0,0,9,0,0,1,0,1,11,0,0,40,0,0,2,0,2,0,1,0,0,0,5,0,0,0,62,230,0,50,3,4,3,0,440,0,0,0,0,2,19,0,0,0,0,1,12,4,65,8,0,67,0,70,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,15,0,5239,2152
E-commerce / Pagina di categoria,0,0,0,4,0,4,0,0,45,4,3,1,3,240,26,0,0,0,9,10,0,88,0,81,0,6,0,0,10,0,1,80,0,1,15,0,6,0,2,28,153,465,0,8,0,1,18,0,720,0,1,58,58,9,4,13,19,41,0,0,105,1,165,123,86,433,0,29,52,0,4,1,4,268,3,0,2,0,0,0,0,0,0,82,0,11127,359
E-commerce / Pagina di categoria,0,0,14,11,0,0,0,0,48,0,0,0,2,3,2,0,1,0,0,7,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,14,254,0,1,0,0,4,0,122,0,0,0,0,3,27,12,11,3,0,0,1,16,14,8,0,210,0,45,0,0,0,3,0,63,1,0,0,0,0,0,0,0,0,33,0,9306,2526
Contenuto editoriale,0,7,0,7,0,0,0,0,20,0,0,0,0,0,16,0,31,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,1,0,0,0,11,85,0,9,7,2,7,0,162,0,0,0,8,2,5,8,0,0,0,0,10,10,11,2,2,44,1,29,0,0,1,0,0,107,14,0,1,0,0,0,0,3,0,9,0,6154,3191
E-commerce / Pagina di categoria,0,1,0,17,2,0,0,0,29,4,0,0,29,42,8,0,5,0,3,0,1,15,1,52,0,0,0,0,0,0,12,0,1,0,0,0,0,0,12,2,31,205,0,12,0,28,18,4,298,16,0,0,0,3,1,15,1,0,12,2,9,6,60,18,2,122,2,38,0,1,2,0,1,84,4,0,0,2,2,7,6,0,4,29,0,22990,15415
E-commerce / Pagina di categoria,0,0,17,0,0,6,0,0,17,4,15,3,2,3,16,0,0,1,5,2,0,52,0,182,0,6,0,0,0,0,0,51,0,0,8,0,5,0,25,0,72,251,0,0,0,0,7,0,428,0,0,15,15,6,27,31,0,0,0,0,25,1,74,18,19,123,0,27,15,0,2,1,0,168,5,0,0,5,5,715,25,0,148,23,0,25625,0
E-commerce / Pagina di categoria,0,0,6,5,0,3,0,0,7,0,21,1,8,7,3,0,6,0,0,0,0,43,9,129,0,0,0,0,0,0,0,18,4,2,0,0,3,0,2,19,26,209,0,0,0,0,3,0,439,0,0,0,0,2,18,0,0,0,10,0,28,2,28,3,0,150,0,60,0,0,0,0,0,202,4,0,0,0,0,0,0,0,0,29,0,4741,412
E-commerce / Pagina di categoria,0,0,0,4,0,2,1,0,3,0,0,1,0,2,0,0,43,1,6,0,0,12,0,34,0,0,0,0,0,0,2,1,1,2,2,0,1,0,0,101,32,190,0,10,0,0,9,0,163,0,0,0,0,3,11,5,0,0,0,0,0,0,33,9,2,186,0,10,0,0,6,0,0,400,0,0,0,0,0,0,0,0,0,43,0,3182,318
E-commerce / Pagina di categoria,0,0,18,111,0,61,0,0,17,1,1,0,49,4,62,0,0,0,4,0,0,78,0,870,0,0,0,0,0,0,0,0,0,0,2,0,8,0,1,0,76,1023,0,0,0,1,57,0,1550,0,0,0,18,56,1,5,0,0,0,0,58,1,235,220,1,855,1,36,0,0,0,0,0,879,7,0,0,0,0,0,0,0,0,226,0,11708,1707
E-commerce / Pagina di categoria,0,0,4,33,0,35,0,0,41,7,0,0,0,0,11,0,112,0,5,5,0,50,0,156,0,0,1,0,0,0,12,0,0,2,3,0,10,0,24,0,27,310,0,0,0,3,3,0,359,0,0,0,0,8,2,0,5,12,0,0,13,9,29,31,2,273,0,25,0,0,5,4,0,197,22,0,0,0,0,0,0,0,0,85,0,10776,4344
E-commerce / Pagina di categoria,0,0,0,2,0,4,21,0,5,3,2,11,15,56,17,0,0,0,4,0,1,36,0,52,0,3,0,0,0,0,0,0,0,0,13,0,1,0,42,41,135,323,0,0,0,0,60,0,695,0,0,100,100,4,65,1,6,2,0,0,10,2,138,60,42,269,0,65,64,0,3,0,0,133,36,0,0,0,0,0,0,0,0,50,0,7355,405
E-commerce / Pagina di prodotto,0,0,8,30,0,3,1,0,18,1,13,0,0,0,10,0,11,1,9,1,5,17,0,35,0,6,0,0,1,0,0,4,2,2,0,0,7,0,3,18,18,159,0,0,0,0,3,0,461,0,0,0,0,4,20,4,0,0,0,0,82,2,35,57,3,338,0,22,0,0,0,1,0,99,0,0,0,5,5,16,0,0,5,27,0,7181,334
E-commerce / Pagina di categoria,0,0,0,95,0,61,8,0,9,1,1,0,0,33,32,0,0,0,14,17,10,25,0,105,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,149,228,0,0,0,0,2,0,743,0,0,0,0,1,1,0,1,0,0,0,2,4,230,22,2,202,0,305,0,0,0,0,0,104,1,0,80,0,0,0,0,0,0,16,0,8609,783
E-commerce / Pagina di prodotto,0,0,0,10,0,10,0,0,7,1,7,1,507,0,16,0,0,1,14,0,0,5,0,24,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,23,933,0,0,0,6,7,0,188,0,0,0,0,4,10,20,2,2,0,0,23,3,25,11,5,920,0,15,0,0,0,2,0,429,7,0,0,7,7,250,0,0,31,96,0,10244,960
E-commerce / Pagina di categoria,0,0,13,29,0,6,0,0,20,0,17,0,25,14,6,0,10,1,3,0,0,57,0,136,0,5,0,0,0,0,0,33,1,1,2,0,4,0,3,22,30,297,0,0,0,0,19,0,280,0,0,0,0,6,2,27,0,0,0,1,60,2,33,15,10,258,0,6,0,0,0,4,0,226,34,0,0,0,0,0,0,0,0,44,0,6434,1382
E-commerce / Pagina di categoria,0,0,3,84,0,46,0,0,23,0,0,8,5,10,27,0,0,1,4,2,1,17,0,73,0,0,0,0,0,0,0,0,0,0,2,0,2,0,42,2,62,280,0,0,0,0,28,0,444,0,9,11,21,6,11,35,11,0,0,12,11,6,69,115,80,299,2,25,0,0,0,3,0,252,3,0,0,0,0,0,0,0,0,91,0,4414,370
E-commerce / Pagina di categoria,0,0,0,1,180,2,0,0,33,0,2,0,6,158,3,0,103,0,2,4,12,62,0,824,0,0,0,0,0,0,0,0,0,0,6,0,23,0,0,14,232,166,0,0,0,6,17,0,1074,0,0,0,0,5,1,2,0,0,0,4,9,5,234,67,64,257,0,84,0,0,1,6,0,603,29,0,13,0,0,0,0,0,0,209,0,19037,6430
Contenuto editoriale,0,2,2,28,0,0,1,0,6,0,0,0,1,0,24,0,13,0,1,1,1,0,2,0,0,1,0,0,6,0,0,0,1,0,0,0,1,0,0,0,19,210,0,0,12,0,1,0,149,0,0,0,0,3,1,5,7,3,0,3,32,3,22,18,5,55,0,71,0,0,0,0,0,176,29,0,124,0,0,0,0,1,0,13,0,15325,12529
E-commerce / Pagina di categoria,0,0,0,17,0,12,0,0,8,1,12,0,40,61,13,0,0,0,8,4,2,32,0,177,0,0,0,0,0,0,0,5,0,0,20,0,2,0,1,31,53,243,0,0,0,0,11,1,588,2,0,0,0,42,3,4,0,0,0,0,62,6,56,156,39,222,0,4,0,0,1,4,0,199,1,0,0,0,0,0,0,0,0,45,0,5589,1378
E-commerce / Pagina di categoria,0,0,1,235,0,114,0,0,11,12,0,3,35,1,3,0,0,0,0,8,2,173,0,371,0,0,0,0,0,0,111,0,0,0,10,0,0,0,117,0,120,593,0,0,0,11,4,6,1596,3,0,0,0,2,0,0,1,111,127,2,1,2,195,8,6,104,0,10,0,0,1,0,0,641,170,0,0,0,0,0,0,0,0,23,0,17567,435
E-commerce / Pagina di categoria,0,0,3,44,1,29,0,0,12,1,4,2,0,18,42,0,0,1,10,1,0,24,0,52,0,0,0,0,0,0,1,2,0,1,4,0,6,0,12,24,48,243,0,0,0,0,20,0,492,0,5,0,3,6,25,22,2,1,0,0,8,8,56,36,15,187,0,37,1,0,0,1,0,205,10,0,86,0,0,0,0,0,0,57,0,6914,2403
Contenuto editoriale,0,1,10,5,0,0,0,0,9,0,0,0,24,0,11,0,10,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,105,0,8,2,0,4,0,241,0,7,0,8,3,1,12,0,0,2,0,11,43,36,17,8,49,0,11,0,0,2,0,0,75,10,0,1,0,0,0,0,0,0,12,0,5425,3167
E-commerce / Pagina di prodotto,0,0,14,30,0,2,3,0,9,2,0,1,26,2,0,0,0,0,3,5,9,67,0,32,0,0,0,0,0,0,12,0,1,1,0,0,0,0,15,2,47,450,0,0,0,0,71,0,1224,0,0,0,0,1,14,0,0,14,0,0,0,5,66,1,0,13,0,19,18,0,9,0,0,337,0,0,167,0,0,0,0,0,0,2,0,8854,0
E-commerce / Pagina di prodotto,0,0,1,0,4,2,1,0,19,0,0,0,2,1,20,0,3,1,0,3,0,10,0,1,0,0,0,0,2,0,39,0,2,1,0,0,23,0,0,24,63,506,0,0,0,0,8,39,633,19,9,0,0,2,3,7,6,1,2,1,42,0,78,18,36,122,0,97,0,0,5,0,0,87,20,0,1,0,0,0,0,0,0,19,0,14656,0
E-commerce / Pagina di categoria,0,0,2,59,0,0,0,0,26,3,0,0,2,209,4,0,0,0,0,4,0,54,0,58,0,0,0,0,0,0,26,0,0,0,2,0,0,0,0,0,32,409,0,0,0,0,3,0,405,0,0,0,26,3,1,0,0,14,0,0,69,3,52,5,0,273,1,72,0,0,4,1,0,388,0,0,0,0,0,0,0,0,0,16,0,7341,0
E-commerce / Pagina di categoria,0,0,0,20,0,0,0,0,1,0,0,0,0,1,0,0,8,1,0,0,0,25,0,180,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,40,210,0,1,1,0,23,5,314,2,0,0,0,1,2,10,0,0,0,0,0,4,40,2,1,75,0,2,0,0,0,1,0,130,80,0,0,0,0,0,0,0,0,12,0,7973,944
E-commerce / Pagina di categoria,0,0,0,257,0,0,0,0,11,0,0,0,10,36,1,0,2,0,5,255,0,303,0,3565,0,0,0,0,0,0,10,2,0,0,8,0,0,0,0,0,330,1276,0,0,0,0,3,3,2130,1,0,0,0,3,1,11,0,0,0,0,0,10,330,9,3,219,1,13,0,0,1,0,0,1351,237,0,13,0,0,0,0,0,0,27,0,41390,5484
E-commerce / Pagina di categoria,0,1,0,3,0,0,0,0,103,118,0,0,22,51,47,0,291,0,0,199,0,44,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,51,94,0,0,0,0,2,0,334,0,0,0,0,4,0,0,0,1,7,4,6,2,52,44,40,32,0,147,48,0,2,1,48,108,0,0,0,0,0,0,0,0,0,4,0,4690,575
E-commerce / Pagina di prodotto,0,0,0,59,0,4,13,0,27,49,2,2,17,0,17,0,0,1,3,1,2,9,0,120,0,0,0,0,2,0,0,0,4,3,0,0,2,0,0,0,48,537,0,0,0,0,40,1,447,1,7,0,0,4,2,21,1,0,1,0,61,2,64,12,7,443,1,34,0,0,0,11,1,97,5,0,0,0,0,0,0,0,0,47,1,8440,0
Contenuto editoriale,0,3,0,3,0,0,0,19,0,0,0,0,3,0,8,0,0,0,0,0,0,2,0,0,0,0,1,3,3,3,0,0,1,0,0,0,0,0,0,0,8,107,0,0,0,0,0,0,91,0,7,0,0,3,1,4,1,2,0,0,0,8,20,12,4,38,0,18,0,0,0,0,1,16,18,0,0,0,0,0,0,0,0,12,0,6630,4249
Contenuto editoriale,0,2,2,3,0,0,0,0,8,1,0,0,0,0,8,0,36,0,3,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,30,62,0,1,0,0,0,0,135,0,15,0,0,1,6,2,2,0,0,0,0,16,35,2,1,54,0,52,0,0,0,0,0,56,6,0,0,0,0,0,0,1,0,9,0,3627,1904
Contenuto editoriale,0,18,0,16,0,0,0,0,42,0,0,0,0,0,1,0,5,0,0,28,1,2,0,0,0,0,0,0,16,0,0,0,1,0,0,0,27,0,0,0,16,334,0,20,0,0,0,0,841,0,0,20,20,2,0,6,0,0,0,0,0,13,47,8,0,11,0,40,0,0,20,0,0,314,0,0,2,2,2,9,0,20,3,2,0,10721,3345
Contenuto editoriale,0,1,0,55,0,0,0,0,22,0,2,0,0,0,1,0,5,1,1,0,1,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,22,199,0,0,0,0,0,0,139,0,1,0,0,1,1,0,0,0,0,8,2,2,24,1,1,142,0,4,5,0,0,0,1,63,10,0,4,0,0,0,0,1,0,23,0,4756,2482
Contenuto editoriale,0,0,1,0,0,0,0,1,6,1,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35,162,0,1,0,0,0,0,223,0,5,0,0,1,19,13,7,33,0,0,0,18,47,2,0,197,0,15,0,0,0,0,0,39,6,0,0,0,0,0,0,0,0,34,0,6334,1099
Contenuto editoriale,0,0,4,17,0,0,0,0,365,0,0,0,0,0,1,0,12,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,394,0,0,0,0,16,0,2042,0,0,0,0,366,4,0,0,0,0,0,0,10,4,366,366,7,0,28,2,0,2,0,0,384,4,0,17,0,0,0,0,4,0,1,0,26015,2606
Contenuto editoriale,0,1,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,71,143,0,69,1,0,1,0,339,0,0,0,68,0,0,0,0,0,0,0,11,3,73,1,0,119,0,6,0,0,4,0,0,198,11,0,0,0,0,0,0,0,0,19,0,16164,994
Contenuto editoriale,0,0,9,20,0,0,0,5,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,122,0,0,0,4,21,0,191,0,0,0,1,1,3,0,0,0,0,2,18,8,32,2,0,53,0,4,0,0,0,0,0,65,17,0,0,0,0,0,0,1,0,8,0,6553,3313
E-commerce / Pagina di prodotto,0,0,0,15,0,17,0,0,24,0,5,0,31,0,23,0,0,0,10,7,4,15,0,97,0,0,0,0,0,0,0,0,1,1,0,0,9,0,16,29,38,136,0,0,1,1,15,0,536,0,0,0,0,9,5,4,4,0,0,0,52,9,38,26,11,90,0,14,0,0,6,2,0,157,1,0,0,0,0,0,0,0,0,22,0,5893,2217
E-commerce / Pagina di prodotto,0,0,0,43,0,9,0,0,11,11,2,0,0,0,24,0,0,0,3,0,0,6,0,15,0,14,0,0,7,0,2,1,1,1,0,0,4,0,8,30,23,133,0,0,0,0,12,0,352,0,0,24,34,8,0,9,11,6,0,1,40,7,43,26,11,110,0,14,24,0,0,2,3,53,1,0,1,0,0,0,0,0,0,26,0,3914,921
E-commerce / Pagina di prodotto,0,0,0,5,1,1,0,0,8,0,2,1,0,0,0,0,10,0,6,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,37,9,112,0,0,0,0,3,0,187,0,0,0,0,1,3,2,0,0,1,0,1,5,21,21,2,99,0,4,0,0,0,1,0,51,1,0,2,5,5,16,0,0,8,23,0,6030,3835
E-commerce / Pagina di prodotto,0,0,1,11,0,6,0,0,7,3,0,0,0,0,8,0,1,1,0,0,0,6,0,27,0,3,3,0,2,0,0,0,3,0,0,0,0,0,2,0,28,103,0,0,0,1,4,1,142,1,1,0,0,2,1,8,0,0,0,0,10,8,40,9,6,71,0,20,0,0,0,3,0,56,2,0,1,12,12,510,120,0,97,14,0,4768,3090
E-commerce / Pagina di prodotto,0,0,32,160,0,13,1,0,27,0,69,5,0,0,13,0,111,1,32,0,0,36,0,114,0,2,0,0,0,0,1,10,0,0,0,0,15,0,3,0,101,1262,0,0,0,2,6,0,516,0,0,0,1,4,2,238,8,8,0,0,78,3,103,10,6,1199,135,15,10,0,0,0,0,268,3,0,0,1,1,6,3,0,3,153,0,19039,0
E-commerce / Pagina di prodotto,0,0,2,20,0,9,0,0,25,8,0,24,0,0,22,0,0,1,0,0,0,26,0,212,0,0,0,0,0,0,0,0,1,17,0,0,1,0,0,30,32,110,0,18,3,0,9,0,175,0,12,2,13,3,5,6,5,0,0,0,0,3,36,11,5,93,2,38,0,1,8,0,0,27,0,0,10,0,0,0,0,0,0,17,0,3635,508
