categoria,hasAnswer,hasAuthor,hasBanner,hasButton,hasBuy,hasCart,hasChat,hasComment,hasContent,hasControl,hasCountry,hasCustomer,hasDropdown,hasFilter,hasForm,hasForum,hasItemProp,hasMetaKeywords,hasNewsletter,hasOrder,hasPresentation,hasPrices,hasPrint,hasProduct,hasPurchase,hasRadio,hasRelNext,hasRelPrev,hasRelated,hasReply,hasReview,hasSale,hasSchemaOrg,hasShipping,hasSort,hasThread,hasUser,hasVotes,hasWishlist,hreflangCount,imgHasAlt,tag_a,tag_abbr,tag_article,tag_aside,tag_b,tag_button,tag_dd,tag_div,tag_dl,tag_em,tag_figcaption,tag_figure,tag_form,tag_h2,tag_h3,tag_h4,tag_h5,tag_h6,tag_hr,tag_i,tag_iframe,tag_img,tag_input,tag_label,tag_li,tag_ol,tag_p,tag_picture,tag_pre,tag_section,tag_select,tag_small,tag_span,tag_strong,tag_sup,tag_svg,tag_table,tag_tbody,tag_td,tag_th,tag_time,tag_tr,tag_ul,tag_video,word_count,word_count_no_boilerplate
Contenuto editoriale,0,3,3,21,0,6,0,18,13,0,0,0,0,1,10,0,0,0,0,0,0,0,0,5,0,0,1,1,0,3,0,0,2,0,0,0,2,0,1,0,3,92,0,1,4,0,0,0,140,0,2,0,0,2,1,5,0,0,0,1,26,0,6,9,5,68,0,16,0,0,0,0,1,31,19,0,0,0,0,0,0,1,0,18,0,8207,6423
Contenuto editoriale,0,0,24,123,0,2,2,0,120,0,2,2,0,3,12,0,0,1,10,2,0,4,1,59,0,0,0,0,12,0,0,4,5,1,2,0,1,0,27,28,125,717,0,0,0,0,22,0,682,0,0,0,0,2,2,0,1,0,0,0,0,2,125,6,3,642,1,23,56,0,21,0,0,324,4,0,186,0,0,0,0,0,0,97,0,16527,2905
Contenuto editoriale,0,0,3,11,0,0,0,12,10,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,1,1,1,25,3,0,0,2,0,0,0,0,0,0,2,28,89,0,1,4,1,2,0,113,0,1,4,4,3,4,6,3,0,0,0,21,2,29,7,0,30,0,23,0,0,0,0,1,53,22,0,8,0,0,0,0,2,0,14,0,5354,3415
Contenuto editoriale,0,3,0,0,0,0,0,2,10,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,5,0,0,0,36,165,0,1,9,7,2,0,100,0,0,1,21,1,1,20,0,0,0,0,2,14,37,1,0,81,0,7,0,0,4,0,0,35,0,0,17,0,0,0,0,0,0,14,0,4750,1594
Contenuto editoriale,0,0,2,11,0,2,2,0,7,7,0,0,0,0,31,0,0,1,14,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,184,0,0,0,0,14,0,172,0,0,0,0,4,1,3,5,0,0,0,7,2,20,10,10,155,0,16,0,0,1,0,0,44,24,0,0,0,0,0,0,0,0,23,0,4949,2595
Contenuto editoriale,0,0,0,17,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,16,62,0,1,2,0,3,0,151,0,0,1,1,1,3,5,3,2,0,0,17,4,18,5,3,34,0,16,0,0,5,0,0,19,9,0,0,0,0,0,0,0,0,6,3,4130,2673
Contenuto editoriale,0,0,3,7,0,0,0,3,15,0,0,0,0,0,3,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,32,285,0,1,1,6,2,0,108,0,0,0,0,5,1,13,12,0,0,0,2,3,32,18,2,174,0,4,0,0,1,0,1,28,7,0,0,0,0,0,0,0,0,27,0,8982,4084
Contenuto editoriale,0,1,1,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,29,0,1,1,3,2,0,21,0,0,0,0,1,1,0,3,0,0,0,1,0,9,1,1,19,0,27,0,0,4,0,0,69,25,0,0,0,0,0,0,2,0,4,0,5835,4819
Contenuto editoriale,0,2,1,0,0,3,0,0,7,0,0,2,4,0,3,0,2,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,10,61,0,0,0,0,5,0,85,0,3,0,0,5,3,6,0,0,0,0,24,1,10,8,0,39,0,32,0,0,1,1,0,63,23,0,0,0,0,0,0,1,0,11,0,3809,2592
Contenuto editoriale,0,0,1,4,0,5,1,6,8,5,0,0,9,0,15,0,0,0,0,0,0,0,0,4,0,0,1,1,0,3,0,0,0,0,0,0,2,0,2,0,4,52,0,1,5,3,6,0,102,0,0,0,0,3,1,3,4,0,0,1,13,0,4,6,3,31,0,10,0,0,2,0,1,24,2,0,0,0,0,0,0,0,0,6,1,2670,1409
Contenuto editoriale,0,1,4,4,0,0,0,6,5,0,0,0,0,0,1,0,0,0,0,1,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,151,0,3,1,7,5,0,362,0,0,0,4,0,5,4,1,0,4,0,0,31,69,2,0,84,0,23,0,0,5,0,0,18,30,0,16,0,0,0,0,1,0,14,3,8431,5096
Contenuto editoriale,0,0,0,1,0,0,0,4,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,237,0,0,0,0,0,0,82,0,0,0,0,1,4,5,0,0,0,0,0,15,10,2,0,212,1,14,0,0,0,0,0,5,3,0,4,0,0,0,0,0,0,22,0,5886,2152
Contenuto editoriale,0,9,3,11,0,0,1,55,18,0,0,0,1,0,17,0,13,0,0,3,1,0,2,0,0,0,0,2,22,9,0,0,1,0,0,2,2,0,0,1,35,203,0,4,1,3,0,0,194,0,3,0,0,3,19,6,3,0,0,2,4,23,36,23,13,36,2,88,0,0,22,4,1,186,11,0,122,0,0,0,0,3,0,9,0,7878,3548
Contenuto editoriale,0,13,1,8,0,0,0,44,18,11,0,0,0,0,25,0,0,0,0,5,1,0,0,0,0,0,0,0,22,5,0,0,0,0,0,1,0,0,0,1,19,350,0,1,6,2,4,0,491,0,1,0,0,3,6,95,10,3,0,0,40,5,24,18,5,88,0,120,0,0,0,1,1,162,29,0,22,0,0,0,0,0,0,26,0,11288,2169
Contenuto editoriale,0,3,1,1,0,0,0,0,5,0,0,0,0,0,4,0,2,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,17,83,2,1,1,0,0,0,30,0,0,0,0,1,1,1,4,0,0,0,2,5,17,2,1,61,0,32,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,8,0,5110,3320
Contenuto editoriale,0,0,1,2,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,101,0,3,1,0,0,0,106,0,36,0,0,2,3,1,0,0,0,0,1,0,16,4,0,72,0,32,0,0,2,0,0,94,83,0,3,0,0,0,0,0,0,17,0,7561,5762
Contenuto editoriale,0,0,0,0,0,0,0,0,4,1,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,9,95,0,3,1,0,0,0,62,0,0,0,0,3,2,1,4,0,0,0,8,11,10,3,0,73,0,13,0,0,0,0,0,25,2,0,0,0,0,0,0,0,0,15,0,2680,1682
Contenuto editoriale,0,0,4,17,0,0,0,0,365,0,0,0,0,0,1,0,14,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,398,0,0,0,0,16,0,2050,0,0,0,0,366,5,0,0,0,0,0,0,10,5,366,366,6,0,26,3,0,2,0,0,387,7,0,16,0,0,0,0,4,0,1,0,25736,1993
Contenuto editoriale,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,13,189,0,1,1,0,0,0,114,0,0,0,4,1,3,0,0,0,0,0,16,5,14,2,0,163,0,16,0,0,5,0,0,25,15,0,0,0,0,0,0,1,0,30,0,6023,3443
Contenuto editoriale,0,0,3,2,0,0,0,2,22,1,0,0,20,0,8,0,0,0,0,34,0,4,0,0,0,0,0,0,18,0,0,0,0,0,0,0,26,0,0,0,20,197,0,5,7,0,1,0,459,0,4,0,5,2,0,1,1,4,0,1,0,25,22,3,0,57,0,28,0,0,3,0,0,296,8,0,1,0,0,0,0,1,0,11,0,6085,2345
Contenuto editoriale,0,0,1,2,0,0,0,0,4,0,0,0,1,0,0,2,6,0,0,1,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,3,0,0,0,6,90,0,0,0,0,1,0,150,0,0,1,1,1,4,0,0,0,0,0,9,22,19,1,0,45,0,7,0,0,2,0,0,26,19,0,5,0,0,0,0,0,0,10,0,4976,2707
Contenuto editoriale,0,0,0,11,0,36,0,0,101,1,0,0,98,0,18,0,0,1,10,0,0,1,0,4,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,29,739,0,0,0,0,25,0,433,0,0,0,0,7,1,3,0,0,0,0,2,1,38,24,19,554,1,15,0,0,0,0,0,101,2,0,0,0,0,0,0,0,0,96,0,12424,1359
Contenuto editoriale,0,1,1,15,0,38,0,4,9,3,0,0,0,0,4,0,6,0,3,3,0,3,0,15,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,3,86,0,0,0,1,7,0,84,0,0,0,0,2,3,2,6,0,0,0,20,0,3,6,0,69,0,8,0,0,6,0,0,54,7,0,0,0,0,0,0,1,0,19,0,1961,0
Contenuto editoriale,0,15,2,0,0,0,0,67,31,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,10,8,0,0,0,38,72,0,0,0,0,0,0,120,0,0,0,0,0,0,2,7,1,0,0,14,2,55,0,0,46,0,74,0,0,0,1,1,102,18,0,0,0,0,0,0,0,0,17,0,11268,8816
Contenuto editoriale,0,0,1,5,0,0,0,0,4,0,0,0,2,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,51,0,1,1,0,2,0,131,0,0,0,0,1,3,7,0,0,0,0,2,16,16,1,1,31,0,5,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,7,0,1787,418
Contenuto editoriale,0,6,0,3,0,0,0,11,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,2,25,3,0,0,1,0,0,0,0,0,0,0,11,165,0,1,1,0,0,0,106,0,0,0,3,4,0,4,0,5,5,0,30,1,18,10,1,78,0,31,0,0,4,0,1,27,12,0,0,0,0,0,0,0,0,17,0,4504,2003
Contenuto editoriale,0,1,0,17,0,3,1,0,112,4,25,0,2,0,22,0,0,0,24,2,0,1,0,2,2,44,0,0,0,0,0,0,2,1,0,0,3,0,0,47,36,277,0,0,0,0,9,0,482,0,0,0,0,7,0,12,1,0,0,1,23,3,36,74,28,235,0,28,0,0,0,1,0,267,1,0,1,0,0,0,0,0,0,45,0,6968,1632
Contenuto editoriale,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,24,86,0,1,5,0,1,0,56,0,0,0,21,1,3,5,22,1,0,0,0,16,26,1,0,79,2,29,0,0,4,0,0,36,7,0,2,0,0,0,0,0,0,10,0,4799,2396
Contenuto editoriale,0,1,1,1,0,1,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6,43,0,1,0,0,0,0,40,0,0,0,0,1,2,1,0,0,0,0,3,0,13,2,1,23,0,21,0,0,2,0,0,31,0,0,0,0,0,0,0,0,0,5,0,3009,2574
Contenuto editoriale,0,10,2,0,0,0,0,5,4,0,0,0,0,0,5,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,84,0,5,0,0,0,0,38,0,0,0,0,0,6,22,1,0,0,0,0,1,3,0,0,7,0,4,0,0,2,1,0,27,0,0,0,0,0,0,0,5,0,2,0,3788,1718
Contenuto editoriale,0,19,1,6,0,0,0,106,11,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,1,1,0,19,0,0,2,0,0,4,4,0,0,0,26,85,1,9,1,8,1,0,105,0,0,0,0,3,17,2,0,0,0,0,12,7,34,13,7,40,5,46,0,0,11,0,1,36,23,0,0,0,0,0,0,8,0,9,0,7101,5161
Contenuto editoriale,0,16,10,7,0,0,0,30,4,0,0,0,0,0,13,0,15,0,0,0,1,0,0,0,0,0,0,0,6,3,0,0,2,0,0,0,0,0,0,0,22,153,2,12,9,0,2,0,154,0,16,0,0,3,1,32,0,0,0,2,23,6,22,9,4,76,0,39,0,0,0,0,1,56,16,0,0,0,0,0,0,1,0,10,0,5755,0
Contenuto editoriale,0,2,0,8,0,0,0,0,18,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,15,38,0,0,0,0,7,0,113,0,0,0,0,3,4,23,1,0,0,0,3,12,27,3,2,26,0,87,0,0,0,0,0,8,24,0,1,0,0,0,0,0,0,22,0,13577,11680
Contenuto editoriale,0,3,0,6,0,0,0,25,6,2,0,0,9,0,14,0,21,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,130,1,0,0,17,7,0,158,0,0,0,0,5,4,1,4,0,0,1,86,3,14,16,10,95,0,33,0,0,1,0,19,63,2,0,0,0,0,0,0,3,0,17,0,11059,8596
Contenuto editoriale,0,19,0,6,0,0,0,64,8,4,0,0,0,0,35,0,0,1,0,1,0,0,0,0,0,0,2,2,7,19,0,0,0,0,0,8,2,0,0,0,23,95,0,1,0,0,1,0,148,0,8,0,0,6,4,5,9,7,5,0,20,0,26,31,6,56,1,24,0,0,6,0,1,28,33,0,0,0,0,0,0,0,0,8,0,5385,1996
Contenuto editoriale,0,0,0,12,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,9,0,0,0,5,68,0,0,0,0,3,0,233,0,0,0,0,2,3,0,12,0,0,0,0,15,18,2,0,10,0,31,0,0,0,0,0,109,12,0,13,0,0,0,0,0,0,2,0,5069,2712
Contenuto editoriale,0,0,0,95,0,0,0,0,0,0,0,0,9,3,0,0,6,0,0,0,0,472,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,586,839,0,116,0,0,20,0,18,0,0,0,19,0,2,1,0,0,0,0,145,0,597,0,0,11,0,21,0,0,145,0,0,488,0,0,0,0,0,0,0,0,0,5,0,12669,1285
Contenuto editoriale,0,2,0,8,0,0,0,0,17,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,33,0,0,0,0,7,0,98,0,0,0,0,3,3,4,1,0,0,0,3,12,67,3,2,14,0,37,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,5640,4146
Contenuto editoriale,0,8,0,40,0,0,0,38,29,0,0,0,0,0,12,0,0,0,0,0,0,0,2,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,44,113,0,0,0,5,0,0,199,0,0,0,0,2,0,3,0,3,6,0,16,7,53,12,5,27,0,48,0,0,0,0,1,42,9,0,0,0,0,0,0,0,0,6,0,4239,1992
Contenuto editoriale,0,2,0,41,0,0,0,17,4,1,0,0,0,0,9,0,5,1,0,0,0,0,0,0,0,0,1,1,10,3,0,0,0,0,0,0,0,0,0,0,40,233,0,1,0,1,0,0,174,0,2,0,4,3,4,14,0,0,0,0,20,0,42,11,2,33,0,36,0,0,0,0,1,24,18,0,2,0,0,0,0,6,0,6,0,8409,2055
Contenuto editoriale,0,0,0,5,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,67,0,1,1,0,1,0,78,0,0,1,1,0,1,0,0,0,0,0,0,16,56,0,0,47,0,7,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,3,0,1236,737
Contenuto editoriale,0,1,2,6,0,0,0,0,5,0,0,0,1,0,4,0,17,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,20,168,0,1,1,2,6,0,115,0,0,11,12,3,1,6,0,0,0,0,28,9,21,24,0,157,3,4,0,0,2,0,0,71,25,0,0,1,1,3,3,0,2,21,0,9053,5452
Contenuto editoriale,0,18,0,16,0,0,0,0,42,0,0,0,0,0,1,0,5,0,0,28,1,0,0,0,0,0,0,0,16,0,0,0,1,0,0,0,27,0,0,0,16,335,0,20,0,0,0,0,839,0,0,20,20,2,0,6,0,0,0,0,0,11,47,8,0,11,0,40,0,0,20,0,0,309,0,0,2,2,2,9,0,20,3,2,0,10016,2552
Contenuto editoriale,0,25,0,8,0,0,0,40,60,0,0,0,0,3,28,0,13,0,0,2,0,0,0,0,0,0,0,0,27,3,1,0,8,0,0,0,4,0,0,0,20,251,1,5,4,2,4,0,410,0,0,0,0,4,3,43,17,3,0,0,92,1,20,13,4,39,0,64,0,0,0,0,1,111,10,0,1,0,0,0,0,42,0,13,0,8975,3569
Contenuto editoriale,0,1,7,0,0,4,0,0,16,2,0,3,4,0,5,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,4,53,0,0,0,0,4,0,101,0,0,0,0,2,0,0,4,0,0,0,7,1,5,3,2,39,0,8,0,0,0,0,1,45,11,0,0,0,0,0,0,0,0,9,0,1688,422
Contenuto editoriale,0,0,0,20,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,44,162,0,0,0,0,2,0,356,0,0,1,1,1,39,0,0,0,0,0,12,4,85,4,0,111,0,80,0,0,4,0,0,60,0,0,0,0,0,0,0,0,0,19,0,11746,6944
Contenuto editoriale,0,0,0,2,0,0,0,0,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,211,0,1,10,0,1,0,35,0,0,0,1,1,0,0,7,0,0,0,12,3,15,5,1,177,0,5,0,0,0,0,0,23,5,0,0,0,0,0,0,1,0,31,0,3170,1318
Contenuto editoriale,0,0,1,3,0,0,0,3,32,0,0,0,0,0,0,0,6,0,0,2,0,5,0,0,0,0,0,0,5,0,0,0,1,0,0,1,0,0,0,0,20,503,0,1,0,0,1,0,426,0,2,0,0,1,0,3,7,1,0,0,28,13,42,1,0,78,1,6,0,0,1,0,0,48,0,0,2,0,0,0,0,1,0,17,0,9387,1720
Contenuto editoriale,0,1,2,17,0,1,0,0,1,15,0,0,26,0,9,3,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,16,255,0,0,0,0,13,5,181,1,0,0,0,3,2,2,0,0,0,1,23,13,20,14,1,223,0,19,0,8,8,1,0,45,16,0,0,0,0,0,0,0,0,27,0,8886,3175
Contenuto editoriale,0,9,1,1,0,0,0,32,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,13,60,2,1,7,0,1,0,22,0,1,0,0,3,1,1,0,0,0,0,0,0,13,10,6,38,0,26,0,0,0,0,1,19,9,0,0,1,1,36,7,1,7,6,0,3320,1834
Contenuto editoriale,0,4,0,6,0,0,0,86,7,6,0,0,0,0,54,0,0,0,0,0,7,0,1,0,0,0,1,1,16,3,0,0,0,0,0,0,8,0,0,0,11,67,2,1,6,0,0,0,83,0,1,0,0,4,0,4,0,0,0,0,0,6,11,36,6,38,0,26,0,0,0,1,1,39,4,0,11,1,1,4,0,1,2,10,0,3787,2064
Contenuto editoriale,0,3,0,10,0,0,0,77,4,9,0,0,4,0,59,0,6,0,0,0,8,0,1,0,0,0,1,1,16,3,0,0,0,0,0,0,8,0,0,0,19,126,0,0,0,0,2,0,147,0,3,0,0,8,0,19,0,0,0,0,0,11,19,58,15,56,0,67,0,0,0,3,1,42,10,0,11,0,0,0,0,0,0,9,0,6545,3221
Contenuto editoriale,0,7,1,19,0,0,0,0,27,44,0,0,0,0,2,0,0,0,0,10,6,0,0,0,0,0,0,0,42,0,0,0,9,0,0,0,1,0,0,0,5,1376,0,1,6,0,5,0,1533,0,0,0,0,1,1,422,14,3,0,0,23,8,8,1,9,52,0,412,0,0,0,9,0,545,2,0,0,0,0,0,0,602,0,27,3,37695,1728
Contenuto editoriale,0,25,0,17,0,0,0,13,26,1,0,0,0,0,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,23,60,0,9,3,1,9,0,144,0,3,0,0,5,0,15,0,0,0,0,20,9,23,8,4,31,0,31,0,0,0,0,1,50,16,0,0,0,0,0,0,0,0,7,0,5848,4421
Contenuto editoriale,0,3,0,5,0,0,0,17,20,0,0,0,0,0,24,0,7,1,1,1,0,4,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,25,85,0,1,0,0,3,0,91,0,0,0,13,3,17,3,3,0,0,0,1,2,27,13,4,40,0,9,0,0,1,0,1,15,11,0,6,0,0,0,0,1,0,11,0,3216,981
Contenuto editoriale,0,4,1,0,0,0,0,20,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,12,123,0,1,7,0,0,0,50,0,2,0,0,2,0,8,0,0,0,0,0,7,12,9,5,47,0,17,0,0,0,0,1,21,4,0,0,0,0,0,0,2,0,2,0,3224,1549
Contenuto editoriale,0,15,2,4,0,0,0,50,11,0,0,0,0,0,33,0,6,0,0,0,0,1,0,0,0,0,1,1,19,3,0,0,1,0,0,0,0,0,0,0,12,139,0,2,19,4,3,0,98,0,3,0,0,7,5,8,19,0,0,4,8,3,23,38,10,89,0,110,0,0,0,0,3,116,7,0,2,0,0,0,0,2,0,18,0,18053,11588
Discussione,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,1,6,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,29,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4610,3657
Discussione,0,60,0,21,0,0,0,0,62,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,47,217,1,0,0,0,0,0,453,0,15,0,0,4,1,21,0,0,0,1,0,0,47,9,4,54,0,122,0,0,0,4,0,237,80,0,0,0,0,0,0,0,0,36,0,11798,3690
Discussione,0,0,0,86,0,0,0,0,6,37,0,0,0,0,0,1,0,0,0,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,247,358,0,0,0,47,5,69,338,69,1,0,0,2,0,5,0,0,0,5,18,12,268,12,6,135,1,21,0,0,0,9,0,148,15,0,4,34,34,126,0,0,79,25,3,10753,1988
Discussione,0,35,2,15,0,0,0,0,5,0,0,0,0,0,8,4,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,6,0,0,0,9,369,0,0,0,2,1,0,111,0,0,0,0,12,1,0,35,0,2,2,35,2,12,42,2,196,0,75,0,0,0,8,0,45,15,0,0,0,0,0,0,0,0,16,0,25434,21087
Discussione,0,10,2,63,0,0,1,47,33,0,0,0,24,0,6,0,0,1,0,2,0,0,0,0,0,0,0,0,13,1,0,0,1,0,0,1,17,0,0,0,46,158,0,0,0,0,28,0,261,0,0,3,18,4,3,0,0,0,0,3,47,1,83,37,2,140,0,13,0,0,0,0,30,60,1,0,3,0,0,0,0,8,0,36,0,4518,0
Discussione,0,0,0,8,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,18,0,0,0,0,1,0,91,0,0,0,0,1,0,0,0,0,0,12,0,2,1,2,0,0,0,1,0,0,0,0,0,13,0,0,6,2,2,5,0,0,2,0,0,2554,1441
Discussione,92,13,19,32,0,0,0,0,37,46,0,0,0,0,5,56,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,1,0,0,26,165,68,0,0,147,230,0,0,0,0,14,0,559,0,0,0,0,1,4,1,0,0,0,2,22,18,148,7,6,123,0,99,0,0,0,9,0,814,0,0,0,0,0,0,0,0,0,29,3,18267,4755
Discussione,0,90,0,0,0,0,0,60,67,30,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,9,2,2,0,1,0,0,5,0,0,0,2,0,0,0,122,430,0,30,30,0,2,0,424,0,2,0,0,5,5,61,32,60,0,31,370,0,122,50,9,607,0,96,0,0,0,0,0,388,30,0,0,0,0,0,0,32,0,144,0,12518,3227
Discussione,0,100,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,39,0,0,0,117,264,0,0,0,52,0,0,311,0,0,0,0,3,1,1,1,0,0,0,0,4,117,4,0,0,0,7,0,0,0,4,0,162,6,0,0,208,208,266,2,0,259,0,0,13461,1407
Discussione,0,0,0,5,0,0,0,4,33,13,0,0,0,0,6,14,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,18,25,0,0,0,29,375,0,0,0,85,0,10,247,2,0,0,0,4,3,0,3,2,6,6,0,15,50,18,1,106,2,20,0,0,0,1,0,63,16,0,0,11,11,162,10,0,86,21,0,9208,1535
Discussione,0,12,0,2,0,0,0,0,9,14,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,30,69,7,0,0,1,0,0,71,0,0,0,0,5,4,6,0,0,0,7,0,5,30,14,4,87,1,10,0,0,0,3,0,97,1,0,0,0,0,0,0,0,0,33,0,3409,0
Discussione,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1785,1555
Discussione,0,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,81,99,2,0,0,58,0,0,82,0,0,0,0,3,1,0,1,0,0,0,0,3,82,7,0,0,0,7,0,0,0,4,0,22,20,0,0,64,64,146,2,0,105,0,0,6508,1958
Contenuto editoriale,0,1,5,20,0,22,0,4,25,9,1,0,4,0,14,0,33,1,1,1,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,6,0,3,1,6,115,0,0,1,0,11,0,249,0,1,0,0,3,2,1,1,3,1,4,42,2,10,9,2,91,1,24,0,0,4,0,0,62,21,0,0,0,0,0,0,1,0,13,0,5868,3542
Contenuto editoriale,0,0,3,187,0,1,0,624,18,0,0,0,0,0,4,0,2,0,0,0,21,1,2,0,0,1,0,0,0,30,0,0,0,0,1,0,16,0,0,0,45,121,0,0,0,0,0,0,607,0,1,0,0,2,0,3,0,3,0,0,0,10,51,5,0,165,0,26,0,0,1,0,0,63,2,0,0,14,14,34,0,0,14,30,0,7866,4355
